transaction_id,account_id,transaction_date,transaction_type,amount,currency,status
TXN000444,ACC00059,2026-01-04,Debit,96672.93,EUR,Completed
TXN000445,ACC00106,2025-12-08,Debit,615.32,USD,Failed
TXN000446,ACC00106,2026-06-14,Debit,23691.32,EUR,Failed
TXN000447,ACC00133,2025-10-20,Debit,82923.67,INR,Pending
TXN000448,ACC00070,2026-07-31,Credit,40771.16,INR,Failed
TXN000449,ACC00089,2026-08-27,Debit,91060.06,USD,Pending
TXN000450,ACC00017,2026-05-28,Debit,57680.97,INR,Completed
TXN000451,ACC00126,2026-05-10,Debit,11543.14,USD,Failed
TXN000452,ACC00145,2026-05-13,Debit,60505.33,INR,Completed
TXN000453,ACC00102,2026-06-18,Credit,55584.33,INR,Pending
TXN000454,ACC00021,2025-09-27,Credit,32569.4,INR,Pending
TXN000455,ACC00037,2026-04-03,Credit,84731.91,INR,Failed
TXN000456,ACC00040,2026-06-20,Credit,65871.02,INR,Failed
TXN000457,ACC00070,2025-11-12,Credit,63906.37,USD,Pending
TXN000458,ACC00089,2026-02-22,Debit,4186.98,EUR,Pending
TXN000459,ACC00053,2025-09-09,Credit,11400.38,INR,Pending
TXN000460,ACC00009,2026-07-24,Credit,84235.62,USD,Failed
TXN000461,ACC00046,2025-12-04,Credit,77861.77,INR,Pending
TXN000462,ACC00141,2026-06-26,Credit,27324.27,USD,Completed
TXN000463,ACC00032,2026-09-03,Credit,40880.09,USD,Completed
TXN000465,ACC00102,2025-10-07,Debit,29669.62,INR,Completed
TXN000467,ACC00071,2026-04-03,Debit,41594.17,INR,Pending
TXN000468,ACC00095,2026-04-03,Credit,11221.6,USD,Pending
TXN000469,ACC00126,2026-02-27,Credit,21372.52,USD,Failed
TXN000470,ACC00080,2026-05-23,Credit,6609.24,INR,Pending
TXN000471,ACC00036,2026-05-25,Credit,13563.49,INR,Pending
TXN000472,ACC00088,2025-10-17,Credit,61894.45,USD,Pending
TXN000474,ACC00111,2026-03-27,Debit,63209.76,USD,Completed
TXN000475,ACC00010,2026-05-07,Credit,77258.64,EUR,Completed
TXN000476,ACC00017,2026-07-05,Credit,2192.92,INR,Failed
TXN000477,ACC00106,2025-11-14,Credit,60755.93,USD,Completed
TXN000478,ACC00071,2026-03-21,Credit,6030.26,USD,Pending
TXN000479,ACC00041,2026-01-10,Debit,83505.65,EUR,Completed
TXN000480,ACC00065,2026-01-12,Credit,16878.42,EUR,Failed
TXN000481,ACC00099,2026-05-27,Credit,78683.96,EUR,Pending
TXN000482,ACC00078,2026-04-28,Credit,62589.91,INR,Completed
TXN000483,ACC00111,2025-10-21,Credit,13371.42,USD,Completed
TXN000484,ACC00087,2025-09-20,Debit,49104.65,INR,Pending
TXN000485,ACC00079,2026-07-25,Debit,74012.53,USD,Pending
TXN000486,ACC00141,2026-04-25,Credit,39918.39,EUR,Failed
TXN000487,ACC00095,2025-11-25,Credit,74133.05,INR,Failed
TXN000488,ACC00078,2025-11-29,Credit,72063.71,INR,Completed
TXN000489,ACC00074,2026-07-24,Credit,63929.79,USD,Completed
TXN000490,ACC00118,2026-05-18,Debit,43422.24,INR,Completed
TXN000491,ACC00087,2026-06-26,Credit,47969.89,EUR,Pending
TXN000492,ACC00089,2025-10-28,Credit,16486.72,INR,Completed
TXN000493,ACC00063,2026-05-06,Credit,6568.74,USD,Pending
TXN000494,ACC00104,2026-01-19,Debit,15245.88,USD,Pending
TXN000495,ACC00056,2026-05-23,Credit,63480.91,EUR,Pending
TXN000496,ACC00025,2026-08-11,Debit,7139.35,USD,Pending
TXN000497,ACC00011,2026-02-04,Credit,22663.54,INR,Completed
TXN000498,ACC00096,2026-06-29,Credit,92299.15,EUR,Failed
TXN000499,ACC00111,2026-06-11,Debit,64343.29,EUR,Completed
TXN000500,ACC00114,2026-03-10,Debit,43354.04,USD,Pending
